user,date,hashtags,full_text,favorite_count,topic
suzlette333,Thu Jun 03 07:41:48 +0000 2021,[],"RT @JoshButler: This yarn is the bullseye dead-centre of the Venn diagram of some of the absolute spiciest Auspol areas 

This'll fire some…",0,politics
AndrewW66619812,Thu Jun 03 07:41:48 +0000 2021,[],RT @georgeeaton: The UK is forecast to suffer the deepest economic scarring of any G7 country but Biden's stimulus means the US economy is…,0,politics
frsyxhnf,Thu Jun 03 07:41:47 +0000 2021,[],"RT @RajaUthaya: Not being stereotypical, but let’s all agree young people in politics will make the country much better",0,politics
androginisima,Thu Jun 03 07:41:47 +0000 2021,[],@hidingmytag @YaBoiHakim I thought you made this as a joke. But then I googled this and found out you got this from an actual article. He said this back in 2015. https://t.co/6KoafTCqJ7,0,culture
sissyroxx,Thu Jun 03 07:41:47 +0000 2021,[],RT @tribelaw: Mocking an ideologically-based group can’t be made a basis for denying academic privileges in any open society worthy of resp…,0,tech
NestElsewhere,Thu Jun 03 07:41:45 +0000 2021,[],"RT @anthonyzenkus: Electoral politics will not save us. We need to stop voting for Democrats, gum up the system, get in the streets and pus…",0,politics
skinwee,Thu Jun 03 07:41:45 +0000 2021,[],"RT @usatodayDC: The UFO report to congress is expected to be released later this month, on government information on unidentified flying ob…",0,politics
WachtlerManfred,Thu Jun 03 07:41:45 +0000 2021,[],@CBSNews Who is Trump  ?  One will remember him eventually as a failure o the whole line. In business as well as in politics .,0,politics
mramanna,Thu Jun 03 07:41:44 +0000 2021,[],RT @LeaveEUOfficial: Police plans to foolishly play identity politics scorned by MPs. But don't expect that to be the end of the matter...,0,politics
TomiLahren,Wed Jun 02 17:58:23 +0000 2021,[],"Every day it becomes clearer we were right, the Democrats used coronavirus to “win” the election. Fear, mass mail-in voting and economy-tanking infringements designed to ruin Trump’s humming economy. Crooks!",10396,politics
GeorgePapa19,Tue Jun 01 20:59:33 +0000 2021,[],"Lots of cyber attacks going on under the watchful eye of the Biden administration. First on the back bone of America’s economy, energy, and now on our meat supplies. I don’t believe in coincidence.",14815,politics
GovRonDeSantis,Wed Jun 02 16:30:32 +0000 2021,[],"The Florida Leads Budget cuts taxes by $169 million and responsibly funds education, Florida’s environment, and the infrastructure to keep our economy strong. I’m proud to sign a balanced budget that includes nearly $10 billion in reserves. 

Read more: https://t.co/YZtedmGT80 https://t.co/clErYu2nqT",5611,tech
Mikalex100,Thu Jun 03 07:42:34 +0000 2021,[],RT @pauladefarasin: Faith makes you invincible. It makes you formidable in overcoming the battles of life or the giants that come against y…,0,business
Anonomouse1981,Thu Jun 03 07:42:33 +0000 2021,[],RT @CAgovernor: California made tough decisions during the COVID-19 pandemic that have set the stage for a rapid economic recovery that out…,0,health
MHumbleson,Thu Jun 03 07:42:33 +0000 2021,[],@SopranoSol @StatiSense The South East economy is no way near the North Central and more over lagos play the biggest roles here,0,politics
DockKing1,Thu Jun 03 07:42:32 +0000 2021,[],"RT @TomiLahren: Every day it becomes clearer we were right, the Democrats used coronavirus to “win” the election. Fear, mass mail-in voting…",0,business
afinnthing,Thu Jun 03 07:42:31 +0000 2021,[],"RT @GeorgeDibb: ""A state that leaves the market to its own devices will never create the economy we need"" 

Me, @MazzucatoM &amp; @L__Macfarlan…",0,business
DeepanshuforInd,Thu Jun 03 07:42:31 +0000 2021,[],"RT @SupriyaShrinate: Dear @ianuragthakur 
Your tweets on economy addressing @PChidambaram_IN don’t merit a response but they clearly show y…",0,business
FranckLeroy_,Thu Jun 03 07:42:30 +0000 2021,[],@alexjohnward @dianemromero Not if it's designed to adapt the volume to the price / keeping it stable. That's what public policy try to do : adapt monetary volume to the actual economy.,0,politics
annabrown_anna,Thu Jun 03 07:42:29 +0000 2021,[],RT @MrDenmore: A simple problem explains the shambles of the vaccination rollout in Australia- the ideological obsession with ‘small govern…,0,business
munakhalidi,Thu Jun 03 07:42:29 +0000 2021,['Kaffiyeh'],RT @AyeshaHasan: . @LouisVuitton (&amp; @Fendi) culturally appropriated the #Kaffiyeh &amp; sell it for an astronomical amount. Buy the real deal f…,0,culture
roxuzoma,Thu Jun 03 07:42:26 +0000 2021,[],"RT @APCNigeria: ""Nigeria, despite being the most terrorised nation in Africa, has been the largest economy in the continent for the past 9…",0,business
GreySasquatch,Thu Jun 03 07:42:26 +0000 2021,[],RT @PsyOpValkyrie: The scariest thing post-pandemic for India would be the sheer number of middle class families that will be pushed into p…,0,tech
SimonHamilton,Thu Jun 03 07:42:26 +0000 2021,[],"The new Ulster University campus right in the heart of Belfast city centre represents one of the biggest boosts to the city’s economy in more than a generation, creating and sustaining jobs and cementing Belfast’s status as an innovation and tech hub https://t.co/MigxaN8M2v https://t.co/edDXmmOPBU",0,tech
gospel_chidera,Thu Jun 03 07:42:26 +0000 2021,[],"RT @StephenMoore: 9 out of every 10 businesses say a lack of workers is hurting the economy.

90% of state &amp; local chambers of commerce say…",0,business
MariePaliouras,Thu Jun 03 07:42:25 +0000 2021,"['BackTheBlue', 'GreatBlueFlight', 'statemigration']","Come to Indiana, we will HOW and SUPPORT you AND your families! Our economy is booming!!!! Come on guys, were open for business! #BackTheBlue #GreatBlueFlight #statemigration",0,health
philt5116,Thu Jun 03 07:42:24 +0000 2021,[],RT @georgeeaton: The UK is forecast to suffer the deepest economic scarring of any G7 country but Biden's stimulus means the US economy is…,0,politics
robinsonmarga20,Thu Jun 03 07:42:22 +0000 2021,[],"RT @Rob_Kimbell: South Korea (World #10 economy), Taiwan (#21) and the Philippines (#33) have all expressed an interest in joining the 11-s…",0,business
RodneyHoaeb1,Thu Jun 03 07:42:21 +0000 2021,[],"@CherylEmvula What happened to GIPF asset swaps 4 local bonds.

I like u analysis with external constraints

The problem with another eurobond is Namibia had repayment challenges due to Covid pandemic.
We have 16bln budget shot-fall, In the same view as IMF, cut costs, cos economy aint growin",0,business
JhaHemantk,Thu Jun 03 07:42:21 +0000 2021,[],RT @ashwani_mahajan: Proud moment for the country and Indian dairy sector. Amul’s RS Sodhi elected to board of global dairy body - Business…,0,tech
82_USjams,Thu Jun 03 07:42:20 +0000 2021,[],"@SallyTiger Let’s hope Trump ends this mess and saves our country, before our economy crashes and China try’s to blow us up, trying to cover what’s about to be exposed.",0,politics
imranriaz,Thu Jun 03 07:42:19 +0000 2021,[],"RT @MirMAKOfficial: Reporter To @MiftahIsmail 

If the economy of the country is so bad then why is your company (Candyland) making so much…",0,politics
roxuzoma,Thu Jun 03 07:42:19 +0000 2021,[],"RT @APCNigeria: AFRICA'S LARGEST ECONOMY

1990: 🇿🇦South Africa
...
2000: 🇿🇦South Africa
..
2010: 🇿🇦South Africa
2011: 🇿🇦South Africa
2012:…",0,politics
thinkright9ja,Thu Jun 03 07:42:18 +0000 2021,[],RT @jeomaltd: @KingDouyeAlfred Economy. They were scared at the rate Jonathan and his team are turning our Economy around. All they wanted…,0,business
GiannaMarriotta,Thu Jun 03 07:42:17 +0000 2021,[],"RT @martinrev21: Have you ever asked:

""Why don't the vested interests want ecological or social performance indicators included?
Why just…",0,politics
basayya_r,Thu Jun 03 07:42:17 +0000 2021,[],RT @Omkar_Raii: .@GoI_MeitY floating a policy paper to replace the linear system of electrical and electronics manufacturing with a circula…,0,politics
trelisemcbain,Thu Jun 03 07:42:16 +0000 2021,[],"RT @HankMeyerNAPP: We don’t vote public servants into office. We expect the morons we voted into office to make decisions, not merely abrog…",0,politics
MaddySax,Thu Jun 03 07:42:13 +0000 2021,[],"RT @hughes_onair: Ghana has only 2 weeks of oil reserves, according to BOST. Think about it. A supposed robust economy with only 2 weeks of…",0,politics
hasnal_khan,Thu Jun 03 07:42:13 +0000 2021,[],"RT @ZahraShah321: hina Pakistan Economic Corridor is hope of better region of the future with peace, development and growth of economy. #خو…",0,politics
prabhak47974192,Thu Jun 03 07:42:11 +0000 2021,[],"RT @Preetam_M_Rao: How to Improve Economy?

Chaiwala Economists from BJP:
• Atmanirbhar Bharat
• Attract more FDIs
• Put more money in the…",0,politics
BigymanMthobisi,Thu Jun 03 07:42:10 +0000 2021,[],"@_keeraah He's evil because he was fighting for Africans, he was the best honestly. i think the way things are happening in this country and Africa as a whole we need leaders like him now to liberate Africa. White People are beneficiaries of African economy",0,health
veerend24117852,Thu Jun 03 07:42:09 +0000 2021,[],"@Bhavyanmurthy We are with him
Only politician to talk sabka saath,vikas,vishwas
Only politician who talks of 130cr bharat vasiyo.
Not a single state govt disturbed.
Be local-Be vocal &amp; respecting every induvidual.
Even after 2 lock downs Economy is healthy.
Atmanirbhar bharat",0,culture
PoppyMpf6666,Thu Jun 03 07:42:09 +0000 2021,[],RT @sreenshri: The one who shouted “Goli Maro...” is today rebutting P.Chidambaram the former Fin.Min a Harvard MBA on economy!! No need to…,0,politics
McLoken,Thu Jun 03 07:42:07 +0000 2021,[],"RT @andrewrsorkin: The long term impact of $AMC + $GME isn't about what happens to these companies or their stocks. It is about the public,…",0,business
rebuild_nation,Thu Jun 03 07:42:06 +0000 2021,[],"RT @SupriyaShrinate: Do you have an explanation for how instead of making India a 5 trillion economy, we’ve had bank frauds amounting to 5…",0,health
ItsDavidMaina,Thu Jun 03 07:42:06 +0000 2021,[],RT @ShikuhNjuguna: The Blue Economy will turn around the economy of the people who rely on the sea and lakes for their livelihoods #Impossi…,0,business
indumbpendence,Thu Jun 03 07:42:06 +0000 2021,[],"@JamesMacEachern @ruaraidh1985 @AJThompson7 @of_cocker @KrishnablueNine @AyrshireJim @_KateForbes And how is that balanced economy going to be maintained if it starts straight away on a projected 20-25% deficit for this coming year? Which services would you cut, who would you tax more, what would a new currency inflation be with all that deficit to recoup and shared debt?",0,health
ekathimerini,Thu Jun 03 07:42:05 +0000 2021,[],Property buyers in a rush https://t.co/BJrHRJwwaW https://t.co/vByCMErogD,0,culture
NIYIZENITH,Thu Jun 03 07:42:04 +0000 2021,[],"RT @StatiSense: AFRICA'S LARGEST ECONOMY

1990: 🇿🇦South Africa
...
2000: 🇿🇦South Africa
..
2010: 🇿🇦South Africa
2011: 🇿🇦South Africa
2012:…",0,politics
rebuild_nation,Thu Jun 03 07:42:04 +0000 2021,[],"RT @SupriyaShrinate: Your doublespeak on MGNREGA is hypocritical, our scheme that you wanted buried and called useless. Thanks to MGNREGA a…",0,business
CelrDwelr,Thu Jun 03 07:42:03 +0000 2021,[],"RT @latimes: California’s strict public health measures during the pandemic protected its economy — and now, the stage is set for an even f…",0,health
ItsDavidMaina,Thu Jun 03 07:42:03 +0000 2021,[],"RT @DMarigiri_: The upgrade of Mombasa port, construction of SGR, cruise terminal to intend to finalise at KPA will all provide a much need…",0,politics
goverment_is,Thu Jun 03 07:42:03 +0000 2021,[],"With Amazon prepping its internet play, India to become new battleground for Bezos Musk face-off - Times Now https://t.co/kcpiqTvG7i",0,tech
BinteHawa_9,Thu Jun 03 07:42:01 +0000 2021,[],"RT @SiddiquiFariqa: As evident as it is,

It's no more about curbing Covid, it's all about crippling economy here, in Kashmir",0,business
Goddieh_njihia,Thu Jun 03 07:42:00 +0000 2021,[],"RT @DMarigiri_: The upgrade of Mombasa port, construction of SGR, cruise terminal to intend to finalise at KPA will all provide a much need…",0,politics
brothermanshaft,Thu Jun 03 07:41:59 +0000 2021,[],RT @AndrewWilson: Latest @IMFNews World Economic Outlook has the hit to the UK economy in 2020 more than twice as severe as the global aver…,0,business
pinkpurses4me,Thu Jun 03 07:41:59 +0000 2021,[],@baruchkaufman @KevinKileyCA Asshole who stole 18 months from us and nearly killed our economy all while he’s eating high off the hog .,0,health
eyetwoeyes,Thu Jun 03 07:41:59 +0000 2021,[],RT @itnworlds: thinking about how sk's economy was suffering from the 2008 recession and then snsd released this to cheer people up... and…,0,politics
morgannwg75,Thu Jun 03 07:41:57 +0000 2021,[],"@LCWF_TBK @jly1960 @Peston @DianeFirestoker @nadhimzahawi @MaryBoustedNEU Investment in ventilation and the estates of schools would have put money in the local economy imo but this is not a govt for business or anyone apart from their own clique, oops who'd have thunk a lying narcissist would be like that?
The msm press are frit and involved u ask me",0,business
Goddieh_njihia,Thu Jun 03 07:41:57 +0000 2021,[],RT @ShikuhNjuguna: The Blue Economy will turn around the economy of the people who rely on the sea and lakes for their livelihoods #Impossi…,0,business
IMSajidHassan,Thu Jun 03 07:41:56 +0000 2021,[],"RT @SupriyaShrinate: Dear @ianuragthakur 
Your tweets on economy addressing @PChidambaram_IN don’t merit a response but they clearly show y…",0,business
Jesutomisin_f,Thu Jun 03 07:41:55 +0000 2021,[],"RT @ozzyetomi: Dear politicians, Naira is not even worth stealing anymore. Let’s all join hands and sort this economy so we can all enjoy a…",0,health
gracenoemi63,Thu Jun 03 07:41:55 +0000 2021,[],"RT @PJM_data: K-media reported on ""Korea's Frontman"" Jimin representing Korea as the face of the Korean tourism industry, by contributing t…",0,politics
48Rieck,Thu Jun 03 07:41:54 +0000 2021,[],"RT @tassagency_en: SWIFT will ‘shoot itself in the foot’ by disconnecting Russia — lawmaker: 
https://t.co/hKSyvb4Knw https://t.co/xfdz2iq0…",0,culture
mesyedsalu,Thu Jun 03 07:41:54 +0000 2021,[],"RT @CNN: The trucking industry has been short of drivers for years, but the problem has gotten worse. The shortage means the price of groce…",0,politics
SciFoodHealth,Thu Jun 03 07:41:54 +0000 2021,"['foodchoices', 'Strength2Food']","Would you like to make healthier, more sustainable &amp; more informed #foodchoices to benefit the environment, local economy &amp; society at large?

👩‍💻 Then join the new Sustainable Food Choices open online course, built on the #Strength2Food project research!👉https://t.co/RXSvc4SAQg https://t.co/OrTyqFrNDv",0,tech
chinemeogu,Thu Jun 03 07:41:54 +0000 2021,[],"RT @urchilla01: A president with such fucked up economy &amp; such inflation rates should be doing everything in his power to avoid a war; 

Bu…",0,politics
FlapZappa,Thu Jun 03 07:41:52 +0000 2021,[],RT @Rob_Kimbell: 🇬🇧🇯🇵 UK–JAPAN TRADE: UK exports to World #3 economy Japan averaged £12.5bn per year during the 5 years prior to Britain le…,0,politics
clarewenham,Thu Jun 03 07:41:52 +0000 2021,[],"RT @robert_falkner: We are recruiting 4 (!) teaching fellowships in Int'l Political Economy and IR at 
@LSEIRDept
 for 2021-22.

One post o…",0,politics
hazarika_nilam,Thu Jun 03 07:41:51 +0000 2021,[],RT @ashwani_mahajan: Proud moment for the country and Indian dairy sector. Amul’s RS Sodhi elected to board of global dairy body - Business…,0,tech
rebuild_nation,Thu Jun 03 07:41:51 +0000 2021,[],RT @SupriyaShrinate: It will serve you well to go seek some guidance from Shri @PChidambaram_IN and others who ensured our highest growth r…,0,health
_Centurion_153,Thu Jun 03 07:41:51 +0000 2021,[],"@RaviBhai2705 Why so much hate? 
He is very good as a pure bowler too
Economy of just 4.63 after playing 380+ matches
And whenever he batted well 
He took the game away from opponent",0,politics
djriveraros,Thu Jun 03 07:41:51 +0000 2021,[],"RT @uncclearn: ""The circular economy looks beyond what we can do in the current system to minimize our impact, to thinking about how we can…",0,health
EmilyColllins,Thu Jun 03 07:41:50 +0000 2021,[],RT @Ifxchi: Hold on I swear the government was meant to give us £500 each to boost the economy https://t.co/qKMfWJ06bG,0,politics
Goddieh_njihia,Thu Jun 03 07:41:50 +0000 2021,[],RT @MachungwaMachu1: The Dongo Kundu By Pass that links Mainland South and Mainland West without entering Mombasa Island.This Super Bypass…,0,politics
ijammendoza,Thu Jun 03 07:41:50 +0000 2021,[],"RT @ravelasj: PSEi at 6,841.69 highlights the market has still some gas to try the 6,850/6,900 levels in the near-term. This was buoyed by…",0,politics
johnsonmathias1,Thu Jun 03 07:41:50 +0000 2021,[],"@RKrishn6688 @HardeepSPuri @KanchanGupta Wow 😂
Pathological hatred
Hatred is conflicted with reality
Lies

Like
Covid is not a threat
Covid will have no impact on Economy
Will defeat Covid in 21 days
No Shortage of Vaccines
TikaUtsav
No Shortage of Beds or Medicine
Vaccinate all by Dec
Busted Fake News is nonsense",0,health
Harsh43958598,Thu Jun 03 07:41:49 +0000 2021,['Covid'],@sheela2010 @sugataraju the missing question is should it be built now when the economy is tanking and #Covid is raging - priorities and propriety? Plz answer this question Godi media doing PR for Feku,0,health
LesRaynerAdams,Thu Jun 03 07:41:49 +0000 2021,[],RT @NigelKellow: It’s time the media stopped giving airtime to people who want to delay getting back to normal life. The NHS can now cope.…,0,tech
AndrewW66619812,Thu Jun 03 07:41:48 +0000 2021,[],RT @georgeeaton: The UK is forecast to suffer the deepest economic scarring of any G7 country but Biden's stimulus means the US economy is…,0,politics
JSolehri,Thu Jun 03 07:41:48 +0000 2021,[],"RT @MShahba50479147: 27. China Pakistan Economic Corridor is hope of better region of the future with peace, development and growth of econ…",0,politics
radiodandy75,Thu Jun 03 07:41:46 +0000 2021,[],RT @BWallArthur: I weep for Pre Brexit Britain. From fastest growing EU economy to fastest shrinking within 5 years https://t.co/BEPnsdcSvy,0,politics
maneesh999760,Thu Jun 03 07:41:45 +0000 2021,[],RT @Omkar_Raii: .@GoI_MeitY floating a policy paper to replace the linear system of electrical and electronics manufacturing with a circula…,0,politics
AndreelRaagas,Thu Jun 03 07:41:45 +0000 2021,[],"RT @jcpunongbayan: When will they get it? It's not so much about ""finding the balance"" but doing everything to stop COVID-19 in its tracks.…",0,health
RobinGr08124639,Thu Jun 03 07:41:45 +0000 2021,[],"RT @ElieNYC: NYC is one of the 5 richest cities in the world with an economy just under the size of, like, Spain or something, and we're cu…",0,business
313PriSm,Thu Jun 03 07:41:43 +0000 2021,[],"RT @CidneySays: WTF? 

Black athletes need to sit out of sports for their respective seasons and watch how that shakes the entire economy.",0,tech
mdymet,Thu Jun 03 07:41:43 +0000 2021,[],"RT @Corkcoco: @mmcgrathtd on forms of Blue economy, economic prosperity &amp; environmental sustainability delivered together.  Cork’s energy e…",0,business
erl_muhammudi,Thu Jun 03 07:41:41 +0000 2021,[],"RT @GoziconC: In few years, I will be proud to be tagged the igbo guy who supported that fulani man that built the Second Niger Bridge, inc…",0,politics
MohdFarhan_inc,Thu Jun 03 07:41:40 +0000 2021,[],"RT @SupriyaShrinate: Dear @ianuragthakur 
Your tweets on economy addressing @PChidambaram_IN don’t merit a response but they clearly show y…",0,business
rebuild_nation,Thu Jun 03 07:41:40 +0000 2021,[],RT @SupriyaShrinate: Your understanding of Agri economy is clearly lacking. Production has been rising consistently thanks to our hardworki…,0,politics
LuvScotlandtoo,Thu Jun 03 07:41:39 +0000 2021,[],"RT @JohnFerry18: Her key policy is to cut Scotland’s economy off from our central bank, our Treasury &amp; a single market that accounts for mo…",0,health
PriaINC,Thu Jun 03 07:41:39 +0000 2021,[],"RT @SupriyaShrinate: Dear @ianuragthakur 
Your tweets on economy addressing @PChidambaram_IN don’t merit a response but they clearly show y…",0,business
erictoulorge,Thu Jun 03 07:41:38 +0000 2021,[],RT @Rob_Kimbell: 🇬🇧🇯🇵 UK–JAPAN TRADE: UK exports to World #3 economy Japan averaged £12.5bn per year during the 5 years prior to Britain le…,0,politics
siayifabian,Thu Jun 03 07:41:36 +0000 2021,[],RT @MachungwaMachu1: The Dongo Kundu By Pass that links Mainland South and Mainland West without entering Mombasa Island.This Super Bypass…,0,politics
0JPmh,Thu Jun 03 07:41:35 +0000 2021,[],"RT @Marriyum_A: PTI has again taken refuge behind evasion&amp;misdirection.Mifta Ismail’s questions,not one has been answered.Once again PTI’s…",0,politics
ICEHInvest_News,Thu Jun 03 07:41:34 +0000 2021,[],"Digital tax row: US suspends additional tariffs on India, 5 other countries https://t.co/6JVoKjT215",0,culture
AssistNetwork,Thu Jun 03 07:41:34 +0000 2021,"['Economic', 'Analyst']",RT @northeastlep: We're recruiting for an experienced #Economic #Analyst to join the Research and Analysis Team at the North East LEP. We’r…,0,tech
yuorboy,Thu Jun 03 07:41:34 +0000 2021,[],@david_schrum riding in economy class too,0,politics
CarlosEspirito7,Thu Jun 03 07:41:32 +0000 2021,[],"While there is BEE and alike in place in South Africa the economy will not improve, sorry but this is the truth ✌️😂😂😂🖖",0,climate
Bull_Bear_Play,Thu Jun 03 07:41:32 +0000 2021,"['IPO', 'SP500', 'SPX', 'stocks']","RT @Do_Trading: #IPO activity : there have been 158 IPOs priced so far this year, a +351% change from last year. #SP500 #SPX #stocks #Equit…",0,climate
PIARC_Roads,Thu Jun 03 07:41:32 +0000 2021,"['financing', 'procurement', 'transparency', 'duediligence', 'road']",RT @miguelcasof: See you today 2 June at 3 PM Paris time to analyze #financing #procurement #transparency and #duediligence on #road projec…,0,climate
kenedavies,Thu Jun 03 07:41:31 +0000 2021,[],"RT @ozzyetomi: Dear politicians, Naira is not even worth stealing anymore. Let’s all join hands and sort this economy so we can all enjoy a…",0,health
hemant_soni01,Thu Jun 03 07:41:30 +0000 2021,[],RT @neha_vigo: What Nirmala Sitharaman did to economy is something which elaichi does to biryani,0,politics
PwCIreland,Thu Jun 03 07:41:30 +0000 2021,[],"RT @RTEbusiness: The introduction of a 'Help to Insulate' scheme, the promotion of Ireland as a 'green finance hub' and the use of environm…",0,business
IamKreamy,Thu Jun 03 07:41:29 +0000 2021,[],RT @MobilePunch: We’ll join Tompolo to crumble Nigeria’s economy—NDVGG - Punch Newspapers https://t.co/flOTYbZ3XB,0,tech
stevenj86479307,Thu Jun 03 07:41:29 +0000 2021,[],"RT @femme_uk: Out of her depth, the Finance Minister sends out a plea to those who understand the economy and business, to dig her out of a…",0,politics
dk_nsui_,Thu Jun 03 07:41:28 +0000 2021,[],"RT @s_shreyatweets: Harsha  : Don't talk about Covid 

Nirmala : Don't talk about  Economy

Yogi : Don't talk about Rape in UP

Rajnath : D…",0,politics
MitraMotamed,Thu Jun 03 07:41:26 +0000 2021,[],RT @GiulioTerzi: Iran’s efforts to remove U.S.-led sanctions from its economy could allow Africa’s largest mobile-phone provider to repatri…,0,politics
klvarlani,Thu Jun 03 07:41:25 +0000 2021,['DESH'],"RT @klvarlani: #DESH KI ECONOMY AUR G.D.P. ME BHARI GIRAWAT HOGI,US SE BACHNE KA SARAL UPAY HAI PUBLIC TRANSPORT ROADWAYS,RAILWAY,PRIVATE A…",0,politics
henrikfisker,Wed Jun 02 20:01:53 +0000 2021,"['Fisker', 'Love', 'EVs', 'innovation', 'mobility', 'ESG']","On time! ; in a sea of delays from others, The Ocean remains on time, for November 17th 2022 start of production &amp; 1st deliveries in November 2022. #Fisker #Love #EVs #innovation #mobility #ESG https://t.co/uUYBiemFKQ",519,tech
NITIAayog,Wed Jun 02 05:10:32 +0000 2021,"['pharma', 'innovation', 'NITIAayog']","Entrepreneurs stand tall today, solving for a greener, efficient &amp; a more resilient India. 

From fintech &amp; #pharma to green energy they are driving solutions even amid the pandemic, led by novel ideas and #innovation: #NITIAayog CEO @amitabhk87 opines. https://t.co/Wyqcpf4n20",71,tech
tasleemarifk,Wed Jun 02 13:30:06 +0000 2021,['innovation'],"Here's an amazing opportunity for all you technopreneurs, Join us at OPPOHack Global Innovation Competition with a chance to connect with global tech leaders, attend interactive workshops &amp; win a bounty of prizes🤩 

Go check it out
https://t.co/JeXh8poibE
#innovation",69,tech
TV_HIEC_Chair,Thu Jun 03 07:42:27 +0000 2021,"['covid', 'cannabis', 'innovation', 'research', 'retail', 'ai', 'digitalhealth', 'biotech', 'healthcare', 'marketresearch', 'medtech']","RT @EMRIndustry: DNA Sequencing Market Estimated size Discern 2x Expansion size 2028 COVID-19
https://t.co/FG9RMKDJu7
#covid #cannabis #innovation #research #retail #ai #digitalhealth #biotech #healthcare #marketresearch #medtech",0,tech
Tilly_TeaCup,Thu Jun 03 07:42:22 +0000 2021,[],"RT @mtdcnc: Gemini Prototyping have definitely made some great achievements, their Joemars spark machine has played a big part in their bus…",0,health
iDeepakGuptaa,Thu Jun 03 07:42:15 +0000 2021,"['Innovation', 'Business', 'COVID19', 'Entrepreneur', 'Leadership', 'Technology']","CEO Salaries at US Public Companies Hit Record High in 2020: Rankings via @IWdotcom

#Innovation #Business #COVID19 #Entrepreneur #Leadership #Technology @elonmusk @BillGates @BarackObama
https://t.co/pZddzC2sBz",0,tech
nilson_eugene,Thu Jun 03 07:42:11 +0000 2021,"['fintech', 'Innovation']",Contactless Trumps Cash in Singapore: Visa Consumer Study Finds https://t.co/pqJz5nNMhm #fintech #Innovation,0,tech
Rogeliketweety,Thu Jun 03 07:42:00 +0000 2021,"['Refind', 'AI', 'Data', 'Innovation', 'Business', 'Science', 'Tech', 'Guide', 'HowTo']",#Refind Here's What #AI Will Never Be Able to Do https://t.co/mP7HvCl63H via @Entrepreneur on @refindcom #Data #Innovation #Business #Science #Tech #Guide #HowTo,0,tech
Falabs,Thu Jun 03 07:41:56 +0000 2021,"['innovation', 'b2b', 'marketing', 'organicgrowth']","RT @aim_institute: Time to solve the riddle of the ""Ansoff Matrix""

https://t.co/boiEGUCo9E

#innovation #b2b #marketing #organicgrowth #da…",0,tech
DigitalSkillsEU,Thu Jun 03 07:41:43 +0000 2021,"['EuropeanSemester', 'Edu', 'Training']","RT @GabrielMariya: I welcome today's #EuropeanSemester Spring Package presented by @EU_Commission!

Quality #Edu &amp; #Training 🏫 as well as #…",0,culture
Trade_EU,Thu Jun 03 07:41:37 +0000 2021,['iCapital'],"RT @EEN_EU: 🗣️Calling all innovation experts: mark your calendars!🗓️

Join the @eueic informational webinar on the #iCapital Awards🏆 Your c…",0,tech
KarynCaplan,Thu Jun 03 07:41:35 +0000 2021,['CFS48'],RT @FoodSystems: Tune into the virtual #CFS48 taking place tomorrow and featuring 10 side events – 8 of which will be held today – explorin…,0,politics
iauro,Thu Jun 03 07:41:26 +0000 2021,"['agiledevelopment', 'iauro', 'iaurocomics', 'io', 'techcomics', 'comic', 'comicstripe', 'techtalks', 'IOcomics', 'agilemethodology', 'innovation', 'productdevelopment', 'agile', 'agility', 'projectmanagement', 'agiletransformation']","#agiledevelopment is something our Consultants 'I' and 'O' always strive to be good at. 

#iauro #iaurocomics #io #techcomics #comic #comicstripe #techtalks #IOcomics #agilemethodology #innovation #productdevelopment #agile #agility #projectmanagement #agiletransformation https://t.co/03kHCVUure",1,tech
pduboe,Thu Jun 03 07:41:13 +0000 2021,['Innovation'],Enjoy our Weekly #Innovation Newsletter #332 ! @Capgemini @capgeminifrance @CapgeminiAIE  https://t.co/p988pBzbBU,0,tech
rckatochnpc,Thu Jun 03 07:40:55 +0000 2021,"['MSME', 'Innovation', 'Industry40', 'IIoT', 'EnergyEfficiency', 'SmartChain', 'Factory', 'wastemanagement']","RT @rahulkirkire: #MSME #Innovation Series
Coverage
#Industry40 #IIoT 
#EnergyEfficiency 
#SmartChain #Factory 
#wastemanagement minimizati…",0,tech
Procurement2030,Thu Jun 03 07:40:55 +0000 2021,"['MI', 'DL', 'AR', 'VirtualReality', 'Innovation']","RT @KanezaDiane: This ring could be the future of augmented reality!
by @BusinessInsider
#MI #DL #AR #VirtualReality #Innovation
@mvollmer1…",0,tech
dakleef74,Thu Jun 03 07:40:30 +0000 2021,[],"RT @mtdcnc: Gemini Prototyping have definitely made some great achievements, their Joemars spark machine has played a big part in their bus…",0,health
startuprad_io,Thu Jun 03 07:40:01 +0000 2021,"['startups', 'startupradio', 'business', 'technology', 'tech']","RT @startuprad_io: Be ahead of the curve subscribe here https://t.co/ps9BVIHsaH 

#startups #startupradio #business #technology #tech #inno…",0,tech
educating4us,Thu Jun 03 07:40:01 +0000 2021,"['article', 'Security', 'uk']","RT @sallyeaves: New #article Build Back Stronger! #Security as Foundation for #uk ’s Digital Transformation 
✍️https://t.co/A7m5xI08UH #cyb…",0,culture
KlausBeetz,Thu Jun 03 07:39:59 +0000 2021,"['innovation', 'webinar']",RT @EITManufactur: 🙋‍♂️Join the first #innovation focused #webinar in our new series: Tuesdays from Future. Our 1st topic: #DigitalTransfor…,0,tech
