user,date,hashtags,full_text,favorite_count,label,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count,noun_count,verb_count,adj_count,adv_count,pron_count
ThomasEvanella,Tue May 25 14:06:01 +0000 2021,['NorthDakota'],"#NorthDakota businesses and cities steadily embracing cryptocurrency | @inforum 
$BTC $ETH
https://t.co/k29S6pXE9z",0,business,114,12,8.76923076923077,10,0,2,10,2,0,1,0
hey_lep,Tue May 25 14:06:01 +0000 2021,[],RT @NPIFBBB: The @BritishBBank’s regional funds – @NPIFBBB &amp; @MidsEngInv – have enabled more than £50m of investment into small businesses…,0,business,143,21,6.5,7,1,3,15,4,3,0,0
JoeGalvin,Tue May 25 14:05:59 +0000 2021,"['SmallBusinesses', 'CEOConfidence', 'CEO', 'SmallBusiness']","Three quarters of #SmallBusinesses intend to expand their workforce, but report challenges finding qualified employees. Learn more in the May 2021 WSJ/Vistage Small Business report. #CEOConfidence @AnnePetrik @WSJ https://t.co/e4M3aXh5LD #CEO #SmallBusiness",0,business,257,31,8.03125,15,5,2,20,3,2,1,1
thefistshaker1,Tue May 25 14:05:57 +0000 2021,[],"@FatDaddyDubb @KelsierSurvivor @CoreyRForrester @MarkRuffalo Dude. Look around. Most Americans work for large corporations. Yes, there are more small businesses than large corporations, but most Americans get employed by big corporations.",0,business,238,30,7.67741935483871,10,6,0,15,4,8,0,0
theblacktechie,Tue May 25 14:05:57 +0000 2021,[],"RT @Allergic2Hourly: I work w service providers to grow their businesses to 6+ figures.

Curious about working w me? https://t.co/g55A6zJCi…",0,business,140,20,6.666666666666667,10,3,2,8,5,2,0,3
FudgeMa53726892,Tue May 25 14:05:56 +0000 2021,[],"@Mark_J_Harper @uksciencechief The truth is it ends 
 when the people have had enough 
You do know that if the Con party destroys our country not a single politician will ever be forgiven .
A nation of shopkeepers, farmers and small businesses bankrupted by a Tory Gov .
There will be bitter weeds in England .",0,business,310,55,5.535714285714286,8,9,1,16,11,4,3,3
HPE_FS,Tue May 25 14:05:55 +0000 2021,[],"RT @irvrothman: Companies are looking for ways to recover or move ahead and accelerate their digital transformation, and @HPE_FS teams are…",0,business,139,21,6.318181818181818,5,1,2,9,6,1,1,1
RunDotDesign,Tue May 25 14:05:53 +0000 2021,[],"RT @uk_ie: We've teamed up with @intogamesHQ to help games businesses access the Kickstart scheme, a way of hiring young people for six mon…",0,business,140,24,5.6,6,1,1,13,4,1,0,1
rohanrgupta,Tue May 25 11:30:04 +0000 2021,['सत्य_डरता_नहीं'],"What BJP needs is a SCHOOL KIT:

Schooling on basic EMPATHY towards people

Schooling on ECONOMICS

Schooling on Governance

And most importantly, schooling on HOW TO SPEAK TRUTH! #सत्य_डरता_नहीं",564,business,195,29,6.5,6,6,9,12,6,3,1,1
Bowenchris,Tue May 25 08:45:51 +0000 2021,[],The Morrison Govt have given Snowy Hydro $600m to open a new gas fired power station when the one they already own (Colongra) operates a fraction of the time and offers electricity at massive prices. The economics of this decision are cooked. https://t.co/iOSXrvxWdT,307,business,266,43,6.045454545454546,10,7,0,16,9,2,2,1
paulkrugman,Mon May 24 15:29:58 +0000 2021,[],"Urp. I don't think economics is failing; in many ways I think it's better than ever. But that aside, this gets the history of communication in the field all wrong 1/ https://t.co/rI90cb1fzi",551,business,189,32,5.7272727272727275,12,4,2,8,7,3,3,3
SolidarityRnwd,Tue May 25 14:07:29 +0000 2021,[],"RT @TatAtfender: Ukraine to halt air traffic with Belarus from midnight on May 26
https://t.co/awMTIFN0pq",0,business,105,15,6.5625,7,3,1,11,1,0,0,0
FlLMANYA,Tue May 25 14:07:28 +0000 2021,[],my economics + social studies teacher is so fine Lol https://t.co/lO8c9jmMvE,0,business,76,11,6.333333333333333,6,1,0,5,3,2,1,1
Academichelp131,Tue May 25 14:07:27 +0000 2021,"['Pay', 'Essayhelp', 'essaypay', 'Essaydue', 'Assignments', 'Assignmentdue', 'javascript', 'onlineclasses', 'Quiz']","We assist in;
#Pay someone .
Physics
#Essayhelp
English 
#essaypay 
Maths
#Essaydue 
History
#Assignments 
Nursing
#Assignmentdue
Economics
#javascript
Biology
Paper write
Hw due
Psychology
#onlineclasses  
Accounting
#Quiz

@Academichelp131 https://t.co/V9Q7RIOrVu",0,business,265,29,8.833333333333334,17,19,0,24,3,1,0,1
timg33,Tue May 25 14:07:26 +0000 2021,['Biodiversity'],"RT @karmanomad: #Biodiversity: Authority, economics and ecology https://t.co/bAZ35IDeF4 @deccanherald",0,business,101,9,10.1,11,2,1,10,0,1,0,0
lebogang_mzansi,Tue May 25 14:07:21 +0000 2021,[],"Economics rule. 

A need is something you cant  live without 

😂😂😂😂😂 https://t.co/Q8WG9eycds",0,business,92,12,7.076923076923077,6,2,1,6,2,2,0,1
SwahelG,Tue May 25 14:07:21 +0000 2021,[],"RT @rohanrgupta: What BJP needs is a SCHOOL KIT:

Schooling on basic EMPATHY towards people

Schooling on ECONOMICS

Schooling on Governanc…",0,business,140,21,6.363636363636363,3,5,6,10,5,2,0,1
FaisalAwan803,Tue May 25 14:07:20 +0000 2021,['EmergingNayaPakistan'],"RT @Adeebaarif9: #EmergingNayaPakistan
PTI government is working very hard to revive Pakistan's economy&amp; industries despite Covid-19 where…",0,business,143,17,7.944444444444445,7,2,2,12,3,0,2,0
writing_pro_,Tue May 25 14:07:17 +0000 2021,"['Pay', 'Essayhelp', 'essaypay', 'Essaydue', 'Assignments', 'Assignmentdue', 'javascript', 'onlineclasses', 'Quiz']","HMU now 

#Pay someone .
Physics
#Essayhelp
English 
#essaypay 
Maths
#Essaydue 
History
#Assignments 
Nursing
#Assignmentdue
Economics
#javascript
Biology
Paper write
Hw due
Psychology
#onlineclasses  
Accounting
#Quiz
Paper due",0,business,229,28,7.896551724137931,10,18,1,22,2,2,1,0
cameliaclement,Tue May 25 14:07:17 +0000 2021,"['javascript', 'Python']","RT @KaizenEssays: Kindly DM us for your 
Spring classes 
Math 
Chemistry
Physics
Biology
Accounting
#javascript
#Python
Algebra
Finance
#10…",0,business,140,19,7.0,5,10,2,15,0,0,1,2
devvibesbot,Tue May 25 14:07:09 +0000 2021,"['Pay', 'Essayhelp', 'essaypay', 'Essaydue']","RT @Academichelp131: HMU now 
@Academichelp131
 
#Pay someone .
Physics
#Essayhelp
English 
#essaypay 
Maths
#Essaydue 
History
#Assignment…",0,business,140,16,8.235294117647058,9,10,2,14,2,0,1,0
aProgrammerBot,Tue May 25 14:07:05 +0000 2021,"['javascript', 'Python']","RT @KaizenEssays: Kindly DM us for your 
Spring classes 
Math 
Chemistry
Physics
Biology
Accounting
#javascript
#Python
Algebra
Finance
#10…",0,business,140,19,7.0,5,10,2,15,0,0,1,2
DjangoBot_,Tue May 25 14:07:05 +0000 2021,"['javascript', 'Python']","RT @KaizenEssays: Kindly DM us for your 
Spring classes 
Math 
Chemistry
Physics
Biology
Accounting
#javascript
#Python
Algebra
Finance
#10…",0,business,140,19,7.0,5,10,2,15,0,0,1,2
KaizenEssays,Tue May 25 14:07:00 +0000 2021,"['javascript', 'Python', '100DaysOfCode', 'Django', 'Econometrics']","Kindly DM us for your 
Spring classes 
Math 
Chemistry
Physics
Biology
Accounting
#javascript
#Python
Algebra
Finance
#100DaysOfCode
English

Homework
Online class
Economics
Psychology
#Django
#Econometrics
Ethics
DM ASAP",2,business,221,28,7.620689655172414,5,18,3,22,0,1,1,2
BrankoMilan,Tue May 25 14:06:55 +0000 2021,"['Africa', 'economics', 'EconTalk']","RT @Econlib: Why hasn't #Africa played a role in current #economics debates?

Past #EconTalk guest @BrankoMilan has some ideas:
https://t.c…",0,business,140,20,6.666666666666667,13,4,1,13,3,3,2,0
ChouchouMpacko,Tue May 25 14:06:49 +0000 2021,"['Biodiversity', 'DasguptaReview']","RT @AfDB_Group: LIVE: The Economics of #Biodiversity: The #DasguptaReview

Join participants to explore the global economic benefits of #bi…",0,business,140,19,7.0,8,5,2,11,1,2,0,0
DjangoBot_,Tue May 25 14:06:49 +0000 2021,"['Statistics', 'Literature', 'Nursing', 'Biology', 'chemistry', 'Law', 'psychology']","RT @pro_tutor02_: Hey, Get the best statistics assignment help 
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology
#…",0,business,140,17,7.777777777777778,13,7,1,15,0,2,0,0
ecology_tweets,Tue May 25 14:06:48 +0000 2021,"['Biodiversity', 'DasguptaReview']","RT @AfDB_Group: LIVE: The Economics of #Biodiversity: The #DasguptaReview

Join participants to explore the global economic benefits of #bi…",0,business,140,19,7.0,8,5,2,11,1,2,0,0
ecology_tweets,Tue May 25 14:06:48 +0000 2021,['biodiversity'],"RT @soniaborrini: [HAPPENING NOW]
Join the discussion on the economics of #biodiversity:
https://t.co/sz5NYFPa1l https://t.co/sgsPeyqHIf",0,business,136,14,9.066666666666666,16,1,3,13,0,2,0,0
ecology_tweets,Tue May 25 14:06:48 +0000 2021,['Biodiversity'],"RT @karmanomad: #Biodiversity: Authority, economics and ecology https://t.co/bAZ35IDeF4 @deccanherald",0,business,101,9,10.1,11,2,1,10,0,1,0,0
ReporterCurious,Tue May 25 14:06:47 +0000 2021,[],"Pope Francis Calls for ‘Green Economics,’ ‘Green Education,’ ‘Green Spirituality’ 
https://t.co/gg7iIPEnuw https://t.co/UzbPGcFUnL",0,business,130,12,10.0,12,9,0,18,0,1,0,0
EBS_Global,Tue May 25 14:06:44 +0000 2021,[],"RT @HeriotWattUni: 📢Upcoming Adam Smith Lecture:

Prof. Sir @DeatonAngus returns to the birthplace of modern economics to deliver an origin…",0,business,140,20,6.666666666666667,5,6,1,13,3,1,0,0
pro_tutor02_,Tue May 25 14:06:43 +0000 2021,"['Statistics', 'Literature', 'Nursing', 'Biology', 'chemistry', 'Law', 'psychology', 'assignments', 'homework', 'essay', 'business', 'essay', 'homework', 'term', 'maths', 'economics', 'assignments', 'Python']","Hey, Get the best statistics assignment help 
#Statistics
#Literature 
#Nursing
#Biology 
#chemistry 
#Law 
#psychology
#assignments
#homework
#essay pay.
#business law.
#essay due
#homework
#term paper
#maths 
#economics
#assignments
#Python",0,business,242,29,8.066666666666666,21,8,0,23,1,4,0,0
MarkFabian21,Tue May 25 14:06:43 +0000 2021,['hetecon'],"RT @hetecon: 28/05 #hetecon AHE webinar: Lorena Lombardozzi (@floretta_voice) will be in discussion with Eka Ipke, hosted by @farwasial &amp; A…",0,business,144,21,6.545454545454546,13,5,3,16,2,1,0,0
doclmm,Tue May 25 14:06:42 +0000 2021,[],"@blockelite @torum_official Can you give us an overview of Torum  token economics? Is the token designed to rise and fall with the success of the platform, and does it include any scarcity paths such as stake, store, or burn?",0,business,225,39,5.625,8,3,0,12,9,4,0,3
katelizkillion,Tue May 25 14:06:38 +0000 2021,[],"We know that grocery stores use behavioral economics to impact our buying decisions (ex. shelving X at eye level, end cap design, point-of-sale candies).

What if food pantries used the same strategies to encourage health-promoting foods? https://t.co/9rKaYndkT1",0,business,262,37,6.894736842105263,15,3,1,18,7,4,0,3
Academichelp131,Tue May 25 14:06:37 +0000 2021,"['Pay', 'Essayhelp', 'essaypay', 'Essaydue', 'Assignments', 'Assignmentdue', 'javascript', 'onlineclasses', 'Quiz']","HMU now 
@Academichelp131
 
#Pay someone .
Physics
#Essayhelp
English 
#essaypay 
Maths
#Essaydue 
History
#Assignments 
Nursing
#Assignmentdue
Economics
#javascript
Biology
Paper write
Hw due
Psychology
#onlineclasses  
Accounting
#Quiz
Paper due https://t.co/QdtPvjOvey",0,business,271,30,8.741935483870968,16,19,1,25,3,2,1,0
RahymRJoseph,Tue May 25 14:06:31 +0000 2021,[],RT @ajanilebourne: A model that prioritises economics will do little in the short-medium term to address the social decay made evident at t…,0,business,140,23,5.833333333333333,3,1,2,8,4,3,1,0
AccurateWriting,Tue May 25 14:06:09 +0000 2021,"['Sociology', 'Statistics', 'Calculus', 'Psychology']","Hire us to handle your;
Psychology
Essays
#Sociology
English
History
Computer science
Exams
Homework
Economics
Business
#Statistics
Chemistry
Assignments
Algebra
#Calculus math
Online classes
Exams
Finance
#Psychology
Thesis
Physics
√Modules
DM us at AccurateWriting.",1,business,267,34,7.628571428571429,6,23,1,25,3,0,0,3
ludmila1348,Tue May 25 14:06:08 +0000 2021,"['Radiation', 'water', 'AzovSea', 'Shmyhal']","RT @UnianInfo: #Radiation-contaminated #water from occupied territories may get into #AzovSea – PM #Shmyhal
https://t.co/iC1cuHluDC https:/…",0,business,140,16,8.235294117647058,14,1,2,12,1,3,0,0
premiumwriters8,Tue May 25 14:06:05 +0000 2021,"['essay', 'online', 'business', 'Math', 'Algebra', 'Calculus', 'kinesiology', 'Stats', 'Biology']","RT @premiumwriters8: DM anytime for assistance√
#essay due
#online class
#business
#Math
#Algebra
#Calculus
#kinesiology
#Stats
#Biology
#B…",0,business,140,18,7.368421052631579,12,6,3,14,1,3,0,0
premiumwriters8,Tue May 25 14:06:02 +0000 2021,"['essay', 'online', 'business', 'Math', 'Algebra', 'Calculus', 'kinesiology', 'Statistics']","RT @premiumwriters8: DM anytime for assistance√
#essay due
#online class
#business
#Math
#Algebra
#Calculus
#kinesiology
#Statistics 
#Biol…",0,business,140,17,7.777777777777778,11,5,2,13,1,3,0,0
sanda_claus,Tue May 25 14:06:01 +0000 2021,[],"RT @Wootenomics: If you haven't already reserved your copy of the book, maybe a 20% discount will incentivize you? 

Pre-order now at: http…",0,business,140,23,5.833333333333333,8,2,1,8,3,1,4,3
tsabkov,Tue May 25 14:05:58 +0000 2021,[],"RT @TatAtfender: Ukraine to halt air traffic with Belarus from midnight on May 26
https://t.co/awMTIFN0pq",0,business,105,15,6.5625,7,3,1,11,1,0,0,0
thigassy,Tue May 25 14:05:56 +0000 2021,[],"RT @AEAInformation: Each fall, the AEA Universal Academic Questionnaire suveys US economics departments about academic salaries and employm…",0,business,140,18,7.368421052631579,3,4,3,13,1,1,0,0
SeanBannion,Tue May 25 14:05:53 +0000 2021,[],"The golden rule of economics.  

Whatever cannot happen, will not happen. https://t.co/lFeLpIJFzz",1,business,97,12,7.461538461538462,8,2,0,4,2,1,2,0
brandonbaskin,Tue May 25 14:05:53 +0000 2021,[],@lookitstaylorrr literally ...it’s just credit. a fundamental principle of economics,0,business,84,10,7.636363636363637,5,0,0,4,1,3,2,1
SimTulum,Tue May 25 14:05:50 +0000 2021,"['economics', 'slavery']","thread on #economics and (the absence of) #slavery - mainstream economics is, basically, the ideology of capitalism, thence it has no instruments to inquiry capitalism (i.e. its own) contradictions https://t.co/y3aJpr12N0",0,business,221,30,7.129032258064516,17,0,0,14,3,1,1,2
premiumwriters8,Tue May 25 14:05:43 +0000 2021,"['essay', 'online', 'business', 'economics', 'Math', 'Chemistry']","RT @premiumwriters8: We're available and reliable for your assistance√
#essay due
#online class
#business
#economics
#Math
#Chemistry
#Alge…",0,business,140,18,7.368421052631579,10,3,1,9,2,5,0,2
elizabethcribbs,Tue May 25 14:05:38 +0000 2021,[],RT @seancribbs: We need to stop thinking about economics in the boomer modality.,0,business,80,13,5.714285714285714,3,1,1,6,3,0,0,1
jjj5819,Tue May 25 14:05:33 +0000 2021,"['Ukraine', 'Belarus']","RT @AlexKokcharov: #Ukraine will suspend all flights to / over #Belarus airspace from 00:00 on 26 May (tomorrow):

https://t.co/gayRK3OTUe.",0,business,139,19,6.95,15,3,1,11,2,0,0,0
soniaborrini,Tue May 25 14:05:32 +0000 2021,"['Biodiversity', 'DasguptaReview']","RT @AfDB_Group: LIVE: The Economics of #Biodiversity: The #DasguptaReview

Join participants to explore the global economic benefits of #bi…",0,business,140,19,7.0,8,5,2,11,1,2,0,0
PascoeMarice,Tue May 25 14:05:29 +0000 2021,[],RT @Mal_DuBois: Dear old Keith Starmer now trying to tell the Tories how to conduct Global  Corporation Tax negotiations. I’ve told him - K…,0,business,140,24,5.6,5,8,2,12,5,2,2,2
karmanomad,Tue May 25 14:05:27 +0000 2021,['Biodiversity'],"#Biodiversity: Authority, economics and ecology https://t.co/bAZ35IDeF4 @deccanherald",0,business,85,7,10.625,9,2,0,7,0,1,0,0
stayfreefr,Tue May 25 14:05:27 +0000 2021,[],"RT @TalebWisdom: ""Economics is about making simple things more complicated, mathematics about making complicated things simpler."" - @nntaleb",0,business,140,18,7.368421052631579,8,1,1,10,3,3,1,0
MichelleFattoru,Tue May 25 14:05:24 +0000 2021,[],"RT @brexit_sham: Max Hastings - ""Britain is ruled by a government that, although called Conservative, is nothing of the sort. Trending righ…",0,business,140,22,6.086956521739131,8,5,1,11,5,0,0,0
paperswritingpr,Tue May 25 14:05:24 +0000 2021,[],"RT @paperswritingpr: We offer the best writing service 
Business
Statistics
Maths
 Law paper
Quizzes
Book editing
Mathlab
Essays due 
Power…",0,business,140,20,6.666666666666667,2,10,1,15,2,2,0,1
Ferawriters,Tue May 25 14:05:20 +0000 2021,[],"For Excellent Academic Grades;
✓Biology
Homework
✓Calculus.
Mathematics
✓Online class
Essay due 
✓Paper Pay
finance
✓Economics
Biology
✓Assignment
Finance
✓statistics
Thesis
✓English
History
✓Chemistry
@Ferawriters",0,business,214,25,8.23076923076923,3,21,0,21,1,3,0,0
GetYourGEDBro,Tue May 25 14:05:19 +0000 2021,[],@BoHines @JoeBiden Bo doesn't know economics,0,business,44,6,6.285714285714286,3,1,0,5,2,1,1,0
soniaborrini,Tue May 25 14:05:16 +0000 2021,['biodiversity'],"[HAPPENING NOW]
Join the discussion on the economics of #biodiversity:
https://t.co/sz5NYFPa1l https://t.co/sgsPeyqHIf",0,business,118,12,9.076923076923077,14,1,2,10,0,2,0,0
TheSpiritedAme1,Tue May 25 14:05:14 +0000 2021,[],"I think the Pope should stick to getting Christ's message out and stay out of Greta's lunacy. 

Pope Francis Calls for ‘Green Economics,’ ‘Green Spirituality’ https://t.co/34PUz8x4ZU via @BreitbartNews",0,business,201,28,6.931034482758621,10,9,1,18,4,2,1,1
HeriotWattUni,Tue May 25 14:05:10 +0000 2021,['AdamSmith'],"📢Upcoming Adam Smith Lecture:

Prof. Sir @DeatonAngus returns to the birthplace of modern economics to deliver an original keynote lecture entitled ‘Technology, Inequality, and Social Esteem’.

📆26 May
🕰️14-15.30 BST
🎟️https://t.co/Ek5tsbsec3 

#AdamSmith https://t.co/R3QbBibHhn",1,business,279,33,8.205882352941176,19,11,1,24,4,4,0,0
zadatweets,Tue May 25 14:05:09 +0000 2021,[],Book recommendation for economics and political junkies: Why poor people stay poor by Michael Lipton.,0,business,101,15,6.3125,2,4,0,7,1,3,1,0
queenanthai,Tue May 25 14:05:07 +0000 2021,[],RT @80Grey: Lol this is how you know it’s more about power than economics. Economics is on the side of increasing wages and giving people r…,0,business,140,26,5.185185185185185,3,3,1,8,8,0,3,2
paperswritingpr,Tue May 25 14:05:06 +0000 2021,[],"RT @paperswritingpr: We offer the best writing service 
Business
Statistics
Maths
 Law paper
Quizzes
Book editing
Mathlab
Essays due 
Power…",0,business,140,20,6.666666666666667,2,10,1,15,2,2,0,1
AfDB_Group,Tue May 25 14:05:02 +0000 2021,"['Biodiversity', 'DasguptaReview', 'biodiversity']","LIVE: The Economics of #Biodiversity: The #DasguptaReview

Join participants to explore the global economic benefits of #biodiversity, as well as the economic costs and risks linked to biodiversity loss. 

JOIN US: https://t.co/yKLjqhrHei https://t.co/OYl6nqwNgr",1,business,262,33,7.705882352941177,18,5,3,16,2,4,2,1
AccurateWriting,Tue May 25 14:05:01 +0000 2021,[],"RT @AccurateWriting: Hire us to handle your;
Psychology
Essays
Sociology
√English
History
Computer science
Exams
Designing
Homework
Economi…",0,business,140,18,7.368421052631579,3,11,1,13,2,1,0,2
GemmieStone,Tue May 25 14:04:48 +0000 2021,[],"@CHIZY_N @manmustwack Agreed. You'll get no disagreement from me on this score. This is basic economics, make my school fees nor waste.😩😭

Okay. More seriously, I'm pointing out how with all of these in place, ESPECIALLY with all of these, FX rate has a negative effect too. It doesn't have 0 effect.",0,business,300,52,5.660377358490566,16,5,3,16,8,4,5,5
premiumwriters8,Tue May 25 14:04:46 +0000 2021,"['pay', 'online', 'business', 'economics', 'Math', 'Chemistry']","RT @premiumwriters8: We're available and reliable for your assistance√
#pay essay
#online class
#business
#economics
#Math
#Chemistry
#Alge…",0,business,140,18,7.368421052631579,10,3,1,10,2,4,0,2
ZeroPlagiarism,Tue May 25 14:04:45 +0000 2021,[],"RT @ZeroPlagiarism: HMU Kindly For Excellent Academic Grades;
Anatomy
Science
Chemistry
Physics
Someone help
Thesis
Calculus
Maths
Assignme…",0,business,140,18,7.368421052631579,3,14,2,17,0,1,0,0
paperswritingpr,Tue May 25 14:04:41 +0000 2021,[],"RT @paperswritingpr: In case You Need Help in:-
 Assignments
English
Assignments
Essays due
Physics
PowerPoint
Biology
Philosophy
Research…",0,business,139,18,7.315789473684211,4,12,1,12,2,2,0,1
ZeroPlagiarism,Tue May 25 14:04:28 +0000 2021,"['Pay', 'physics', 'Essayhelp', 'English', 'essaypay', 'maths']","RT @ZeroPlagiarism: Hire experts to help you get good grades👩‍🎓🎓👩‍🎓✍️✍️
#Pay someone 
#physics
#Essayhelp
#English 
#essaypay 
#maths
Essay…",0,business,140,18,7.368421052631579,8,5,1,12,2,2,1,1
Writerpay2016,Tue May 25 14:04:27 +0000 2021,[],"RT @Writerpay2016: Pay expert to help with:

Masters and undergraduate assignments
Excel 
Biology paper
Nursing essay
Finance 
Econometrics…",0,business,140,18,7.368421052631579,3,8,1,14,1,1,0,0
legitessay100,Tue May 25 14:04:27 +0000 2021,[],"Pay expert to help with:

Masters and undergraduate assignments
Excel 
Biology paper
Nursing essay
Finance 
Econometrics 
SPSS
Article writing
Ethics 
Pay Philosophy 
Discussion post
Sociology 
Online class
Lab report 
Homework slave
Macro Economics

Whatsapp +1 (551) 270-9751 https://t.co/uMlz6UbFrX",0,business,301,38,7.717948717948718,10,19,1,30,3,2,0,0
HajBrum,Tue May 25 14:04:26 +0000 2021,[],"RT @rethinkecon: ""The economists who have changed the world, such as Adam Smith, John Maynard Keynes or Friedrich Hayek, typically had bril…",0,business,140,22,6.086956521739131,6,8,1,13,3,1,1,1
sherm01243200,Tue May 25 14:04:25 +0000 2021,[],@JoeNBC @HotlineJosh @JonahDispatch On display two grown men acting like they’re in high school. People in this country are concerned about  their country  economics ability to live and thrive in this country.. and you juveniles can’t get over the fact Donald Trump said you suck! You do!,0,business,288,47,6.0,8,5,0,21,10,3,0,5
tcgillings,Tue May 25 14:04:22 +0000 2021,[],"RT @economics: Indonesia’s central bank left its key interest rate unchanged for a third straight month, seeking to keep the rupiah stable…",0,business,139,22,6.043478260869565,3,0,1,10,3,7,0,1
ZeroPlagiarism,Tue May 25 14:04:19 +0000 2021,[],"RT @ZeroPlagiarism: Pay expert to help with:

Masters and undergraduate assignments
Excel 
Biology paper
Nursing essay
Finance 
Econometric…",0,business,140,18,7.368421052631579,3,7,1,13,1,2,0,0
Writerpay2016,Tue May 25 14:04:15 +0000 2021,[],"RT @Writerpay2016: For quality paper within your Time  and budget  in;
✓Biology
Homework
✓Calculus.
Mathematics
✓Online class
Essay due 
✓P…",0,business,140,20,6.666666666666667,4,10,2,14,0,2,0,1
paperswritingpr,Tue May 25 14:04:14 +0000 2021,"['Maths', 'Law']","RT @paperswritingpr: We offer the best writing service 
Business
Statistics
#Maths
#Law paper
Quizzes
Book editing
Mathlab
Essays due 
Powe…",0,business,140,20,6.666666666666667,4,10,1,15,2,2,0,1
johncarlbaker,Tue May 25 14:04:12 +0000 2021,[],"Good piece from @perrybaconjr: ""The president and his team have been willing to discard old norms on race and economics. I commend them. They have a similar opportunity on foreign policy. They should take it."" https://t.co/qiupkJadvg",1,business,233,36,6.297297297297297,13,5,1,11,6,6,0,6
paperswritingpr,Tue May 25 14:04:06 +0000 2021,[],"RT @paperswritingpr: We offer the best writing service 
Business
Statistics
Maths
 Law paper
Quizzes
Book editing
Mathlab
Essays due 
Power…",0,business,140,20,6.666666666666667,2,10,1,15,2,2,0,1
PirateInvestor_,Tue May 25 14:04:05 +0000 2021,[],"@AnyBodyCanFly Seriously! I have never heard, read or seen so much liquidity in the economics right now. Interest rates are all time low, I don't think there has been a great time in history to start business than today.",0,business,220,39,5.5,7,4,2,10,10,4,6,2
RebeccaDayMusic,Tue May 25 14:04:02 +0000 2021,[],"RT @feeonline: 5 Economics Books Everyone Should Read.
 
What’s your favorite? https://t.co/dBnX1GDUXY",0,business,102,12,7.846153846153846,9,5,1,11,2,0,0,2
paperswritingpr,Tue May 25 14:04:02 +0000 2021,"['Online', 'Essay', 'Economics']","RT @paperswritingpr: DM for Assignment help 
Paper pay 
Research paper
homework due
#Online class
#Essay pay
Article
#Economics
Statistics…",0,business,139,19,6.95,5,8,2,17,1,1,0,0
paperswritingpr,Tue May 25 14:03:54 +0000 2021,"['Online', 'Calculus']","RT @paperswritingpr: Let us do your assignments for
Spring classes 
Essay pay
Assignment due
#Online class
Math
Homework
#Calculus
Statisti…",0,business,140,20,6.666666666666667,4,9,1,15,2,1,0,2
paperswritingpr,Tue May 25 14:03:47 +0000 2021,"['essayhelp', 'English', 'essaypay', 'Essaydue']","RT @paperswritingpr: Hire us and get 100% unique Essays that have 100% content originality.
#essayhelp
#English
#essaypay
Maths
#Essaydue
C…",0,business,140,20,6.666666666666667,9,6,2,12,2,4,0,1
ZeroPlagiarism,Tue May 25 14:03:42 +0000 2021,[],"RT @ZeroPlagiarism: HMU Kindly For Excellent Academic Grades;
Anatomy
Science
Chemistry
Physics
Someone help
Thesis
Calculus
Maths
Assignme…",0,business,140,18,7.368421052631579,3,14,2,17,0,1,0,0
ZeroPlagiarism,Tue May 25 14:03:39 +0000 2021,[],"RT @ZeroPlagiarism: HMU Kindly For Excellent Academic Grades;
Assignments 
Homework
Essay due
Essay pay
Economics
Case study

Proposal
Powe…",0,business,140,19,7.0,3,13,2,17,0,2,0,0
ZeroPlagiarism,Tue May 25 14:03:37 +0000 2021,[],"RT @ZeroPlagiarism: For quality paper within your Time  and budget  in;
✓Biology
Homework
✓Calculus.
Mathematics
✓Online class
Essay due 
✓…",0,business,140,20,6.666666666666667,4,8,1,13,0,3,0,1
ZeroPlagiarism,Tue May 25 14:03:34 +0000 2021,[],"RT @ZeroPlagiarism: We offer quality academic Writing Services;
Spring class
Math pay
Exam
Finance
Stats

Assignment
Homework
Excel
economi…",0,business,140,19,7.0,3,11,1,15,1,3,0,1
writing_pro_,Tue May 25 14:03:32 +0000 2021,"['Pay', 'Physics', 'English', 'History', 'chemistry', 'accounting', 'Economics', 'javascript', 'Biology', 'Psychology', 'onlineclass', 'history']","Hire Someone Handle Homeworks For Excellent Results;
#Pay someone 
#Physics
Essayhelp
#English 
Essaypay 
Maths 
#History
#chemistry
#accounting
Nursing
#Economics
#javascript
#Biology
Paper write
Homework due
#Psychology
#onlineclass
#history
@writing_pro_",0,business,257,29,8.566666666666666,16,20,0,27,1,1,0,0
ZeroPlagiarism,Tue May 25 14:03:32 +0000 2021,[],"RT @ZeroPlagiarism: We offer quality academic Writing ~Services;
Spring class
Math pay
Exam
Finance
~Stats
Assignment
Homework
Excel
econom…",0,business,140,19,7.0,5,11,1,15,1,3,0,1
thausman51,Tue May 25 14:03:28 +0000 2021,['DeathSantis'],"RT @EricLDaugh: I don't understand where #DeathSantis comes from

It's not based in any sort of reality - statistical or scientific

Florid…",0,business,140,22,6.086956521739131,6,2,2,7,5,2,3,2
AVocalistsRival,Tue May 25 14:03:25 +0000 2021,[],RT @ii_sambliss: Not sure if anyone's done one for ecological economics yet but I took a whack at it https://t.co/A2lnLk5xfP,0,business,124,20,5.904761904761905,9,2,2,7,3,2,2,2
